table_id,model_key,dataset_id,concept,metric,estimate,ci_low,ci_high,numerator,denominator,execution_status
T3,gemma3-12,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-27,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,gemma3-27,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-27,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,gemma3-27,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-27,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-4,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,medgemma-4,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-4,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,medgemma-4,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-4,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,medgemma-27,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,medgemma-27,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,medgemma-27,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,medgemma-27,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,medgemma-27,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-11,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,llama32-11,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-11,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,llama32-11,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-11,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llama32-90,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,llama32-90,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llama32-90,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,llama32-90,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llama32-90,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,llava15-7,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,llava15-7,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,llava15-7,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,llava15-7,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,llava15-7,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
